call_id,situation,cluster_id,situation_name
call_146,"The prospect mentioned they pay much less commission to third-party platforms than the typical 25%, reducing the urgency to switch to a new system.",2,Pricing questions and cost concerns
call_146,"The prospect indicated that most of their orders come from third-party delivery platforms rather than their own website, suggesting reliance on external channels and potential hesitation to change ordering habits.",4,Already satisfied or not ready for new online ordering solutions
call_147,"The prospect indicated that their son handles matters related to the restaurant, implying that the current speaker is not the decision-maker.",9,Speaking with non‑owner or unavailable decision‑maker
call_148,The prospect does not commit to any next step or demo after the rep’s explanation and example.,1,Low prospect engagement or interest
call_148,The prospect indicates they do not currently offer delivery and implies a lack of interest or perceived hassle in setting it up.,4,Already satisfied or not ready for new online ordering solutions
call_148,"The prospect expresses that offering delivery or online ordering seems like a hassle, signaling resistance to change.",4,Already satisfied or not ready for new online ordering solutions
call_149,"The prospect revealed that another person, not them, is responsible for website and online ordering decisions.",0,Limited capacity or no interest in online ordering
call_149,The prospect indicated they do not remember the company 'Owner' or the previous conversation.,7,Prospect confusion or lack of awareness
call_149,"The prospect clarified that they are no longer the owner of the restaurant, contradicting the rep’s assumption.",9,Speaking with non‑owner or unavailable decision‑maker
call_150,"When asked about focusing on bringing orders in-house, the prospect declined to elaborate, showing disinterest or unwillingness to discuss current priorities.",1,Low prospect engagement or interest
call_150,"The prospect indicated they were not available or not interested in engaging in a conversation at that moment, signaling hesitation or lack of time to discuss.",3,Prospect unavailable or uncertain about timing
